keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
удаление поросли деревьев и кустарников на участке,16,15,15,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,arboristika,False
аварийное дерево,4092,15,15,4,arbogarden.ru;arboristik.ru;lesoruby.com;udalenie-dereviev.moscow,2,not_planned,,,2,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False
сколько стоит спилить дерево возле дома,24,15,15,8,alpbond.org;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru,2,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False
измельчитель деревьев в аренду,69,15,15,5,arborist.su;arboristik.ru;lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False
743 пп правила создания содержания и охраны зеленых насаждений 2024,15,15,15,2,arborist.su;rusarbo.ru,0,not_planned,,,17,/upload/iblock/eb9/daeie737cguvdltheb0dzsunz7aeco2q.pdf,НЧ,общий,,False
порубочный билет московская область как получить,47,15,15,3,alpbond.org;arborist.su;udalenie-dereviev.moscow,1,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:7,9,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,информационный,,False
порубочные билеты это,504,15,15,4,alpbond.org;arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,17,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,общий,,False
обрезка садовых деревьев цена в подмосковье,15,15,15,5,arborist.su;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,2,not_planned,,,7,/,НЧ,коммерческий+локальный,arboristika,False
порубочный талон как получить,53,15,11,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,14,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,информационный,,False
когда не нужен порубочный билет,20,15,12,3,arbogarden.ru;arborist.su;virubka-dereva.ru,0,not_planned,,,20,/stati/spilit-derevo-na-svoem-uchastke,НЧ,информационный,,False
снимать зависшие деревья следует,29,15,15,2,arborist.su;lesoruby.com,1,not_planned,,,8,/upload/iblock/11d/adaghu11yjhc0qfkihg53c20pi7h09se.pdf,НЧ,общий,arboristika,False
мульчирование пней,53,15,15,2,forest-service.ru;udalenie-dereviev.moscow,0,not_planned,,,22,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,общий,,False
когда лучше спиливать деревья,88,15,15,3,arbogarden.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,3,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
опилка деревьев цена,84,15,15,6,arbogarden.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,2,/stoimost-uslug,НЧ,коммерческий,arboristika,False
арбористика обучение,53,15,15,4,arbogarden.ru;lesovod.su;rusarbo.ru;treeworkers.ru,1,not_planned,,,10,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False
могу ли я спилить дерево на своем участке,51,15,7,3,arbogarden.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,19,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
снос частного дома цена,30,15,15,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,20,/snos-dachnykh-domov,НЧ,коммерческий,demontazh-b2c,False
демонтаж шифера цена за м2 за работу,17,15,15,2,alpbond.org;demontazhmsk.ru,0,not_planned,,,17,/services/shifera,НЧ,коммерческий,demontazh-b2c,False
покраска фасада деревянного дома стоимость работ,19,15,15,3,alpbond.org;fasadrf.ru;promalper.ru,1,not_planned,,,4,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,arboristika,False
монтаж рекламы,1626,15,15,2,alpbond.org;fasadrf.ru,0,not_planned,,,18,/montazh-reklamy,НЧ,общий,,False
ремонт штукатурки фасада расценка в смете,75,15,14,2,fasadrf.ru;formula-v.ru,0,not_planned,,,15,/uslugi/remont-fasadov/remont-shtukatur,НЧ,коммерческий,,False
утепление крыши пенополиуретаном цена за м2,39,15,13,2,alpbond.org;fasadrf.ru,0,not_planned,,,36,/uteplenie-krovli,НЧ,коммерческий,,False
утепление крыши ппу цена за квадратный метр,17,15,15,2,alpbond.org;fasadrf.ru,0,not_planned,,,28,/fasadnye-raboty/uteplenie/penopoliuretan,НЧ,коммерческий,,False
покраска крыши цена,1122,15,15,3,alpbond.org;formula-v.ru;promalper.ru,2,not_planned,,,3,/pokraska-krovli.html,НЧ,коммерческий,,False
ремонт и восстановление герметизации стыков наружных стеновых панелей расценка в смете,15,15,15,2,alpbond.org;formula-v.ru,1,not_planned,,,6,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
покраска труб расценка,352,15,15,2,alpbond.org;promalper.ru,1,not_planned,,,4,/pokraska-gazovyh-trub,НЧ,коммерческий,,False
установка баннеров,1206,15,15,3,alpbond.org;formula-v.ru;promalper.ru,1,not_planned,,,10,/montazh-bannerov,НЧ,общий,,False
вакансии альпиниста в москве,108,15,15,2,alpbond.org;promalper.ru,0,not_planned,,,26,/,НЧ,локальный,,False
производственный альпинизм,25,15,15,2,alpbond.org;formula-v.ru,0,not_planned,,,26,/,НЧ,общий,,False
сколько стоит повесить баннер,252,15,15,3,alpbond.org;formula-v.ru;promalper.ru,1,not_planned,,,7,/montazh-bannerov,НЧ,коммерческий,,False
технология ремонта межпанельных швов в многоквартирном доме,27,15,15,2,formula-v.ru;promalper.ru,0,not_planned,,,18,/uslugi/germetizatsiya-i-gidroizolyatsiya/remont-shvov,НЧ,общий,,False
как подстричь сосну обыкновенную,135,15,15,2,drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,4,/poleznye-stati/obrezka-sosny,НЧ,информационный,,False
где взять разрешение на спил дерева возле дома,30,15,15,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,35,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
можно ли на своем участке вырубать деревья без разрешения,17,15,1,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,30,/poleznye-stati/kakie-derevya-mozhno-pilit-bez-razresheniya,НЧ,общий,arboristika,False
как спилить большое дерево,660,15,15,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,23,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
вывоз деревянных отходов,59,15,15,2,drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,19,/vidy-rabot/vyvoz-porubochnyh-ostatkov,НЧ,коммерческий,vyvoz-musora;arboristika,True
разрешение на спил деревьев на своем земельном участке,30,15,15,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,26,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
могу ли я на своем участке спилить дерево,51,15,6,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,19,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
можно ли спилить дерево на своем участке земли,87,15,14,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,22,/poleznye-stati/mozhno-li-pilit-derevya-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
как умертвить дерево не срубая,16,15,15,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,16,/stati/kak-izbavitsya-ot-dereva,НЧ,информационный,arboristika,False
вызов контейнера для мусора,61,15,15,2,gsvm.ru;mmusor.ru,0,not_planned,,,22,/,НЧ,общий,vyvoz-musora,False
заказать контейнер для вывоза,5402,15,15,2,gsvm.ru;mmusor.ru,0,not_planned,,,22,/,НЧ,коммерческий,vyvoz-musora,False
демонтаж зданий и сооружений цена за 1 м3,20,15,15,2,demonti.ru;snosim.com,1,not_planned,,,4,/price,НЧ,коммерческий,demontazh-b2c,False
сколько стоит демонтаж фундамента,78,15,15,3,demonti.ru;snos24.ru;snosim.com,1,not_planned,,,10,/demontazh-fundamenta,НЧ,коммерческий,demontazh-b2c,False
разобрать старый дом,2011,15,15,2,demonti.ru;snos24.ru,1,not_planned,,,9,/razobrat-dom,НЧ,коммерческий,,False
сколько стоит клининг за квадратный метр,45,14,14,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,14,/uborka-kvartir/generalnaya,НЧ,коммерческий,,False
клининг офис,2397,14,8,2,cleaning-moscow.ru;moscleaning24.ru,2,not_planned,,,4,/uborka-ofisov,НЧ,общий,,False
клининг дзержинский московской области,16,14,14,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,9,/dzerzhinskij,НЧ,локальный,,False
чистка матраса на дому москва,117,14,14,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,1,/himchistka/matrasy,НЧ,локальный,,False
вывоз бытового и строительного мусора,98,14,2,3,cleaning-moscow.ru;gsvm.ru;mmusor.ru,1,not_planned,,,4,/,НЧ,коммерческий,vyvoz-musora,False
погрузка и вывоз мусора,445,14,13,2,cleaning-moscow.ru;mmusor.ru,0,not_planned,,,13,/,НЧ,коммерческий,vyvoz-musora,False
стоимость клининга после ремонта за 1 м2,17,14,14,2,cleaning-moscow.ru;moscleaning24.ru,2,not_planned,,,8,/uborka-posle-remonta,НЧ,коммерческий,,False
купить квартиру после пожара,148,14,10,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,31,/uborka-posle-pozhara,НЧ,коммерческий,,False
клининг производственных помещений в москве,16,14,14,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,8,/uborka-pomeshhenij/proizvodstvennykh,НЧ,локальный,,False
уборка квартира,78802,14,7,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,8,/uborka-kvartir/generalnaya,НЧ,общий,,False
house cleaning,32214,14,3,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,3,/uborka-kvartir,НЧ,общий,,False
оборудование для мойки окон и фасадов,25,14,5,2,cleaning-moscow.ru;formula-v.ru,0,not_planned,,,25,/uslugi/kliningovye-raboty/mojka-ostekleniya,НЧ,общий,,False
мойка окон альпинистами москва,146,14,14,4,alpme.ru;cleaning-moscow.ru;formula-v.ru;promalper.ru,1,not_planned,,,6,/mojka-okon-i-lodzhij/alpinistami,НЧ,локальный,,False
профессиональная чистка матраса на дому,29,14,14,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,24,/himchistka/matrasy,НЧ,общий,,False
мойка бассейна клининг,18,14,14,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,11,/uborka-pomeshhenij/basssejnov,НЧ,общий,,False
услуги промышленного альпиниста,486,14,14,3,alpbond.org;promalper.ru;promtehalp.ru,0,not_planned,,,11,/,НЧ,коммерческий,,False
услуги альпинистов в москве,102,14,14,4,alpbond.org;formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,12,/,НЧ,коммерческий+локальный,,False
монтаж на высоте,6753,14,14,2,alpme.ru;formula-v.ru,1,not_planned,,,5,/uslugi/montazhnye-raboty,НЧ,общий,,False
спилка деревьев,268,14,14,9,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,4,not_planned,,,6,/,НЧ,коммерческий,arboristika,False
коммерческое предложение на спил деревьев образец,16,14,14,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False
кронирования деревьев,4749,14,14,5,alpbond.org;arborist.su;arboristik.ru;drovosek-mo.ru;rusarbo.ru,0,not_planned,,,15,/obrezka-derevev-v-moskovskoi-oblasti/kronirovanie-derevev,НЧ,общий,arboristika,False
аренда щепорез измельчитель древесины,26,14,14,6,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,4,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False
спил деревьев частями,412,14,14,7,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:75,6,/tsenyi,НЧ,коммерческий,arboristika,False
корчевание деревьев на участке цена,43,14,14,6,alpbond.org;arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru;udalenie-dereviev.moscow,2,not_planned,,,6,/price,НЧ,коммерческий,arboristika,False
кронировать деревья,773,14,14,5,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,0,not_planned,,,13,/obrezka-derevev-v-moskovskoi-oblasti/kronirovanie-derevev,НЧ,общий,arboristika,False
охватка арбориста,46,14,14,2,arboristik.ru;lesoruby.com,0,not_planned,,,39,/articles/kak-akkuratno-spilit-derevo-po-chastyam-24-12-2016,НЧ,общий,arboristika,False
стоимость спила дерева,211,14,14,9,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False
расценки на спил деревьев,111,14,14,11,arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False
выпил деревьев,1253,14,14,4,arbogarden.ru;arboristik.ru;forest-service.ru;udalenie-dereviev.moscow,2,not_planned,,,3,/tsenyi,НЧ,общий,arboristika,False
санитарная обрезка деревьев это,150,14,14,3,arborist.su;arboristik.ru;spilservis.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:39,9,/services/obrezka-derevev/sanitarnaya-obrezka-derevev,НЧ,коммерческий,arboristika,False
очистка территории от деревьев и кустарников цена,19,14,14,8,alpbond.org;arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su;promalper.ru;spilservis.ru;udalenie-dereviev.moscow,0,not_planned,,,11,/ochistka-uchastka-ot-derevev.html,НЧ,коммерческий,arboristika,False
услуги по расчистке участка от деревьев и кустарников цена,14,14,14,4,alpbond.org;arboristik.ru;drovosek-mo.ru;spilservis.ru,0,not_planned,,,11,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,arboristika,False
щепорез в аренду,31,14,14,4,arboristik.ru;drovosek-mo.ru;lesovod.su;udalenie-dereviev.moscow,2,not_planned,,,3,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False
сколько стоит спилить дерево во дворе жилого дома,21,14,14,8,alpbond.org;arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False
удаление деревьев на участке цена,55,14,14,9,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:20,4,/tsenyi,НЧ,коммерческий,arboristika,False
спил ивы,65,14,14,2,arboristik.ru;lesoruby.com,0,not_planned,,,21,/tsenyi,НЧ,коммерческий,arboristika,False
удалить дерево,13530,14,14,8,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,7,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False
спил дерева цена работы,48,14,14,9,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:5,3,/tsenyi,НЧ,коммерческий,arboristika,False
выкорчевывание деревьев на участке,325,14,14,2,arboristik.ru;virubka-dereva.ru,0,not_planned,,,17,/raschistka-uchastka-ot-derevev,НЧ,общий,arboristika,False
770 пп о методических рекомендациях по составлению дендрологических планов и перечетных ведомостей,41,14,14,2,arborist.su;rusarbo.ru,0,not_planned,,,12,/upload/iblock/15d/jbyiuy1jjvs2v1t2reuz5k96cmatjjyd.pdf,НЧ,общий,,False
порубочный,19661,14,14,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,,False
обрезка крон деревьев расценка в смете,19,14,14,2,arborist.su;drovosek-mo.ru,1,not_planned,,,9,/obrezka-derevev-v-moskovskoi-oblasti/raschet-stoimosti-rabot-obrezki-derevev,НЧ,коммерческий,arboristika,False
разрешение на вырубку дерева,1669,14,14,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,26,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,общий,arboristika,False
обрезка деревьев цена в подмосковье,40,14,14,5,arborist.su;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:6,5,/vidy-rabot/obrezka-derevev,НЧ,коммерческий+локальный,arboristika,False
короед топограф,61,14,14,2,arborist.su;rusarbo.ru,0,not_planned,,,27,/articles/nashi-stati/pochemu-inektsii-i-feromonnye-lovushki-ne-zashchityat-vashi-derevya-ot-koroeda,НЧ,общий,,False
санитарная вырубка,3614,14,14,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,10,/services/udalenie-derevev/sanitarnaya-vyrubka-derevev,НЧ,общий,arboristika,False
омолаживающая обрезка это,56,14,14,2,lesoruby.com;spilservis.ru,1,not_planned,,,7,/services/obrezka-dereviev/omolazhivayushhaya-obrezka,НЧ,коммерческий,,False
сухие деревья,40747,14,12,2,drovosek-mo.ru;spilservis.ru,0,not_planned,,,14,/blog/izbavlenie-ot-vysoxshix-i-suxostojnyx-derevev,НЧ,общий,arboristika,False
кронирования,6930,14,14,4,alpbond.org;arbogarden.ru;lesovod.su;virubka-dereva.ru,0,not_planned,,,18,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False
кронирование что это,633,14,13,4,lesovod.su;rusarbo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,13,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False
дерево срубить,18716,14,1,4,arbogarden.ru;lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,19,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
лесорубочный билет это,16,14,14,2,udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,26,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,общий,,False
короед кто это,119,14,10,2,arbogarden.ru;virubka-dereva.ru,0,not_planned,,,22,/advice/ukhod-za-uchastkom/kto-takoy-koroed,НЧ,общий,,False
как получить порубочный билет в московской области,31,14,14,3,alpbond.org;udalenie-dereviev.moscow;virubka-dereva.ru,0,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:7,39,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,информационный,,False
сухостойные деревья,1381,14,14,2,lesoruby.com;virubka-dereva.ru,0,not_planned,,,26,/services/udalenie-derevev/vyrubka-sukhostoynykh-i-sukhikh-derevev,НЧ,общий,arboristika,False
демонтаж бани сколько стоит,42,14,1,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,11,/demontazh-bani,НЧ,коммерческий,demontazh-b2c,False
сколько стоит демонтаж дома из дерева,20,14,14,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,11,/,НЧ,коммерческий,arboristika;demontazh-b2c,True
разобрать старый дом цена,220,14,13,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,7,/razobrat-dom,НЧ,коммерческий,,False
ремонт кирпичной стены,1644,14,12,2,fasadrf.ru;promalper.ru,0,not_planned,,,16,/remont-fasada/kirpichnyi-fasad,НЧ,общий,,False
ремонт фасада мкд,1083,14,14,2,fasadrf.ru;promalper.ru,1,not_planned,,,1,/remont-fasadov.html,НЧ,общий,,False
капремонт фасада,2066,14,14,2,fasadrf.ru;promalper.ru,1,not_planned,,,6,/blog/kapitalnyy-remont-fasada-doma,НЧ,общий,,False
монтаж вентилируемого фасада цена за м2,68,14,14,2,alpbond.org;fasadrf.ru,0,not_planned,,,18,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad,НЧ,коммерческий,,False
обшивка сайдингом деревянного дома цена работы за м2,14,14,14,2,alpbond.org;fasadrf.ru,0,not_planned,,,21,/montazh-sajdinga,НЧ,коммерческий,arboristika,False
мойщик окон на высоте,284,14,14,3,alpbond.org;fasadrf.ru;promalper.ru,0,not_planned,,,21,/mojka-okon.html,НЧ,общий,,False
сколько стоит обшить дом сайдингом цена за квадратный,294,14,14,2,alpbond.org;fasadrf.ru,0,not_planned,,,23,/montazh-sajdinga,НЧ,коммерческий,,False
отделка сайдингом дома цена,7379,14,1,2,alpbond.org;fasadrf.ru,0,not_planned,,,19,/montazh-fasada/saiding,НЧ,коммерческий,,False
утепление стен снаружи пенополистиролом цена за квадратный метр за работу,21,14,14,2,fasadrf.ru;formula-v.ru,0,not_planned,,,19,/uslugi/remont-fasadov/uteplenie-fasadov/uteplenie-penopolistirol,НЧ,коммерческий,,False
ремонт облицовки,1204,14,14,2,fasadrf.ru;promalper.ru,1,not_planned,,,3,/remont-fasada/oblicovka,НЧ,общий,,False
сайдинг цена за работу,2863,14,12,2,alpbond.org;fasadrf.ru,0,not_planned,,,19,/montazh-fasada/saiding,НЧ,коммерческий,,False
мокрый фасад цена за работу,119,14,13,2,alpbond.org;fasadrf.ru,1,not_planned,,,2,/montazh-fasada/mokryi-fasad,НЧ,коммерческий,,False
разгерметизация межпанельных швов,52,14,14,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,0,not_planned,,,11,/fasadnye-raboty/germetizacia-shvov,НЧ,общий,,False
что входит в капитальный ремонт фасада,96,14,13,2,fasadrf.ru;promalper.ru,1,not_planned,,,8,/blog/kapitalnyy-remont-fasada-doma,НЧ,общий,,False
заделка швов монтажной пеной расценка в смете,18,14,14,2,alpbond.org;formula-v.ru,1,not_planned,,,4,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
мытье фасада здания,505,14,14,3,alpbond.org;moscleaning24.ru;promalper.ru,1,not_planned,,,7,/vse-uslugi/uborka-fasadov,НЧ,общий,,False
повесить баннер на здание цена,20,14,14,2,alpbond.org;formula-v.ru,1,not_planned,,,3,/montazh-bannerov,НЧ,коммерческий,,False
арборист кто,996,14,14,3,arbogarden.ru;rusarbo.ru;udalenie-dereviev.moscow,1,not_planned,,,9,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,общий,arboristika,False
можно ли спилить дерево на своем участке в московской области,26,14,14,2,drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,15,/poleznye-stati/mozhno-li-pilit-derevya-na-svoem-uchastke,НЧ,коммерческий+локальный,arboristika,False
когда лучше подрезать сосну,40,14,13,2,drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,4,/poleznye-stati/obrezka-sosny,НЧ,информационный,,False
можно ли распилить упавшее дерево в лесу,29,14,14,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,26,/stati/spilit-derevo-v-lesu,НЧ,общий,arboristika,False
как спилить дерево в нужном направлении,25,14,14,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,11,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False
если у сосны обрезать верхушку что будет,16,14,8,2,drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,11,/poleznye-stati/obrezka-sosny,НЧ,коммерческий,,False
как уничтожить ель на дачном участке незаметно,15,14,14,3,drovosek-mo.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,32,/articles/kak-pravilno-spilit-el-21-04-2017,НЧ,информационный,,False
как избавиться от ненужного дерева,152,14,14,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,22,/stati/kak-izbavitsya-ot-dereva,НЧ,информационный,arboristika,False
спил дерева это,464,14,14,2,arbogarden.ru;lesoruby.com,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:5,19,/articles/chto-takoe-spil-dereva-s-zaveshivaniem-i-kogda-eto-trebuetsya-28-08-2016,НЧ,коммерческий,arboristika,False
пилят дерево,17724,14,7,2,arbogarden.ru;lesoruby.com,0,not_planned,,,16,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
крупногабаритный мусор вывоз,3848,14,13,2,gsvm.ru;mmusor.ru,0,not_planned,,,15,/service/vyvoz-krupnogabaritnogo-musora,НЧ,коммерческий,vyvoz-musora,False
заказать мусорный контейнер для вывоза мусора,91,14,14,2,gsvm.ru;mmusor.ru,0,not_planned,,,14,/,НЧ,коммерческий,vyvoz-musora,False
вывоз строительного и бытового мусора,98,14,11,2,gsvm.ru;mmusor.ru,0,not_planned,,,12,/,НЧ,коммерческий,vyvoz-musora,False
сайт вывоз мусора,7913,14,4,2,gsvm.ru;mmusor.ru,1,not_planned,,,5,/,НЧ,коммерческий,vyvoz-musora,False
демонтаж домов и вывоз мусора,287,14,14,2,demonti.ru;snos24.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:14,22,/razobrat-dom,НЧ,коммерческий,vyvoz-musora;demontazh-b2c,True
как разобрать дом из бруса,49,14,14,2,demonti.ru;snos24.ru,0,not_planned,,,33,/demontazh-doma-iz-brusa,НЧ,коммерческий,,False
купить снос,5873,14,8,2,demonti.ru;snos24.ru,0,not_planned,,,17,/,НЧ,коммерческий,demontazh-b2c,False
снести старый дом сколько стоит,161,14,1,2,demonti.ru;snos24.ru,0,not_planned,,,16,/,НЧ,коммерческий,,False
продам дом под разбор,67,14,14,2,demonti.ru;snos24.ru,0,not_planned,,,30,/razobrat-dom,НЧ,общий,,False
стоимость высотных работ,111,13,10,3,alpbond.org;formula-v.ru;promtehalp.ru,1,not_planned,,,10,/vysotnye-raboty,НЧ,коммерческий,,False
козырек вдоль цеха промышленный прайс,13,13,13,2,alpbond.org;promtehalp.ru,0,not_planned,,,24,/page/price,НЧ,коммерческий,,False
сварщик на высоте,552,13,13,3,alpbond.org;formula-v.ru;promtehalp.ru,0,not_planned,,,11,/svarochnye-raboty-na-vysote,НЧ,общий,,False
сколько стоит работа на высоте,269,13,10,3,alpbond.org;formula-v.ru;promtehalp.ru,0,not_planned,,,14,/price,НЧ,коммерческий,,False
сварщик высотник,76,13,13,2,alpbond.org;promtehalp.ru,1,not_planned,,,10,/svarochnye-raboty-na-vysote,НЧ,общий,,False
