keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
сколько стоит спилить дерево на участке в подмосковье,32,9,9,9,arbogarden.ru;arborist.su;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,6,/stoimost-uslug,НЧ,коммерческий+локальный,arboristika,False,B
вырубка аварийных деревьев,250,9,9,6,arborist.su;drovosek-mo.ru;lesoruby.com;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,9,/,НЧ,общий,arboristika,False,B
сколько стоит порубочный билет в московской области,30,9,9,6,alpbond.org;arborist.su;forest-service.ru;lesoruby.com;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,11,/price/price-porubochniy-bilet,НЧ,коммерческий+локальный,,False,B
порубочный билет на вырубку,903,9,9,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,12,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,общий,arboristika,False,B
специалист по обрезке деревьев как называется,12,9,5,6,arbogarden.ru;arborist.su;lesoruby.com;rusarbo.ru;treeworkers.ru;udalenie-dereviev.moscow,2,not_planned,,,5,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,коммерческий,arboristika,False,B
как уничтожить сосну,57,9,9,3,drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/blog/professionalnoe-udalenie-sosen-na-sadovom-uchastke,НЧ,информационный,,False,B
расчистка участка от пней,115,9,8,4,drovosek-mo.ru;lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,6,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False,B
можно ли формировать березу,36,9,9,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,5,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,общий,,False,B
как правильно спиливать дерево,2345,9,9,3,arbogarden.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,18,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
что такое кронирование,230,9,5,3,arbogarden.ru;treeworkers.ru;virubka-dereva.ru,0,not_planned,,,12,/stati/kronirovanie-topolej,НЧ,информационный,arboristika,False,B
сколько стоит расколоть телегу дров,31,9,9,3,drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,29,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False,B
кто занимается спилом деревьев в городе,21,9,9,3,arbogarden.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,4,/poleznye-stati/kto-dolzhen-spilivat-derevya,НЧ,коммерческий,arboristika,False,B
разобрать сарай на даче цена работы,11,9,9,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,12,/demontazh-saraya-1,НЧ,коммерческий,,False,B
сколько стоит снос старого дома,121,9,9,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,15,/,НЧ,коммерческий,demontazh-b2c,False,B
сколько стоит разобрать старый деревянный дом вручную цена,11,9,9,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,12,/razobrat-dom,НЧ,коммерческий,arboristika,False,B
демонтаж дома цена за работу,168,9,9,3,demontazhmsk.ru;demonti.ru;snosim.com,0,not_planned,,,13,/price,НЧ,коммерческий,demontazh-b2c,False,B
сколько стоит разбор дома деревянного,15,9,4,3,demontazhmsk.ru;demonti.ru;snos24.ru,1,not_planned,,,10,/razobrat-dom,НЧ,коммерческий,arboristika,False,B
демонтаж сгоревшего дома,55,9,9,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,11,/demontazh-doma-posle-pozhara,НЧ,общий,demontazh-b2c,False,B
покраска пожарных лестниц,133,9,9,3,alpbond.org;formula-v.ru;promalper.ru,3,not_planned,,,2,/pokraska-pozharnyh-lestnic,НЧ,общий,,False,B
ремонт межпанельных швов в многоквартирном доме технология,32,9,9,3,alpbond.org;formula-v.ru;promalper.ru,0,not_planned,,,13,/uslugi/germetizatsiya-i-gidroizolyatsiya/remont-shvov,НЧ,общий,,False,B
как спилить березу в нужном направлении правильно,10,9,2,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,15,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False,B
можно ли валить деревья без подпила или подруба а так же делать сквозной пропил дерева,13,9,9,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,22,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False,B
специалист по дереву как называется,96,9,9,3,arbogarden.ru;treeworkers.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,информационный,arboristika,False,B
можно ли спилить сосну на своем участке,51,9,5,3,arbogarden.ru;drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,19,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
как правильно свалить березу,13,9,8,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,19,/articles/kak-akkuratno-spilit-derevo-po-chastyam-24-12-2016,НЧ,информационный,,False,B
гидрофобизация остекления помещений в москве,8,8,8,3,formula-v.ru;promalper.ru;umisky.ru,2,not_planned,,,6,/gidrofobizacziya-stekla-kak-sposob-zashhityi-ot-silnogo-zagryazneniya.html,НЧ,локальный,,False,B
услуги промышленного альпиниста цена,76,8,8,3,formula-v.ru;promalper.ru;promtehalp.ru,1,not_planned,,,6,/,НЧ,коммерческий,,False,B
услуги арбористов,71,8,8,11,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;promtehalp.ru;rusarbo.ru;spilservis.ru;treeworkers.ru;udalenie-dereviev.moscow,3,not_planned,,,5,/,НЧ,коммерческий,arboristika,False,B
альпинисты для заделки швов в жилых домах,10,8,8,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,13,/germetizaciya.html,НЧ,общий,,False,B
вырубка деревьев на собственном участке цена,15,8,8,5,arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит вырубить деревья на участке,26,8,8,7,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить большое дерево,81,8,8,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,5,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить одно дерево на участке цена,8,8,8,8,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,5,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил и вывоз деревьев с дачного участка в подмосковье,8,8,8,7,arbogarden.ru;arboristik.ru;demonti.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,vyvoz-musora;arboristika,True,B
спил деревьев сколько стоит,216,8,2,7,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,5,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False,B
выкорчевывание пней цена,36,8,8,9,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;promalper.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
слом и вывоз старого дома,15,8,8,3,arboristik.ru;demontazhmsk.ru;snos24.ru,0,not_planned,,,23,/uslugi/demontazh-starogo-doma,НЧ,коммерческий,vyvoz-musora,False,B
как называется человек который пилит деревья,24,8,1,5,arbogarden.ru;arboristik.ru;lesovod.su;treeworkers.ru;udalenie-dereviev.moscow,1,not_planned,,,7,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,НЧ,информационный,arboristika,False,B
когда можно обрезать березу верхушку,15,8,8,3,arboristik.ru;lesoruby.com;spilservis.ru,1,not_planned,,,10,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,коммерческий,,False,B
спиливание деревьев на участке стоимость в подмосковье,8,8,8,6,arborist.su;arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,3,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
расчистка участка от деревьев и кустарников цена за сотку московская область,8,8,7,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su,0,not_planned,,,11,/raschistka-uchastka-ot-derevev,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит выкорчевать деревья на участке 6 соток,13,8,8,5,arbogarden.ru;arborist.su;arboristik.ru;forest-service.ru;rusarbo.ru,1,not_planned,,,8,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит расколоть лесовоз дров,23,8,8,5,arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,18,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False,B
спилить сосну на участке цена сколько стоит,10,8,4,6,arboristik.ru;demonti.ru;drovosek-mo.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,5,/price,НЧ,коммерческий,arboristika,False,B
спиливание деревьев на участке,165,8,8,6,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
свалить дерево на своем участке цена,10,8,8,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
расчистить участок от деревьев и кустарников цена,24,8,8,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;udalenie-dereviev.moscow,0,not_planned,,,12,/services/raschistka-uchastka,НЧ,коммерческий,arboristika,False,B
выкорчевывать деревья на участке стоимость,14,8,8,4,arboristik.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
расчистка участка от поросли,127,8,8,6,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,6,/services/raschistka-uchastka,НЧ,общий,,False,B
смета на вырубку деревьев,81,8,8,6,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,5,/Smeta-na-vyrybky.pdf,НЧ,коммерческий,arboristika,False,B
сколько стоит убрать дерево на участке,13,8,8,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;udalenie-dereviev.moscow,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
корчёвка кустарника,283,8,8,3,arboristik.ru;forest-service.ru;spilservis.ru,0,not_planned,,,11,/,НЧ,общий,,False,B
чистка участка,1687,8,8,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su,1,not_planned,,,8,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False,B
стоимость спила деревьев цена московская область,8,8,8,11,arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;treeworkers.ru;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,3,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
нужен ли порубочный билет на своем участке в московской области,11,8,8,3,arbogarden.ru;arborist.su;udalenie-dereviev.moscow,0,not_planned,,,11,/poleznye-stati/vse-o-porubochnom-bilete,НЧ,локальный,,False,B
дипиос москвы получение порубочного билета,9,8,8,4,arborist.su;lesoruby.com;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,7,/upload/iblock/450/vubwb3dvd5b3i15p8j72sowu6p8y0lja.pdf,НЧ,общий,,False,B
специалист по уходу за деревьями,31,8,8,3,arborist.su;rusarbo.ru;udalenie-dereviev.moscow,2,not_planned,,,2,/,НЧ,общий,arboristika,False,B
разрешение на вырубку,4005,8,8,3,arbogarden.ru;arborist.su;udalenie-dereviev.moscow,0,not_planned,,,17,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,arboristika,False,B
удаление деревьев в московской области,71,8,8,7,arborist.su;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;treeworkers.ru;virubka-dereva.ru,2,not_planned,,,3,/,НЧ,коммерческий+локальный,arboristika,False,B
опиловка что это,114,8,7,3,spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/advice/vyrubka/opilovka-derevev,НЧ,общий,,False,B
утилизация древесных отходов после вырубки деревьев,12,8,8,3,drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,7,/advice/vyrubka/effektivnye-metody-utilizatsii-porubochnykh-ostatkov,НЧ,общий,vyvoz-musora;arboristika,True,B
формирование кроны сосны обыкновенной,20,8,8,3,drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,9,/poleznye-stati/obrezka-sosny,НЧ,общий,,False,B
работы по опиловке деревьев,98,8,8,5,arbogarden.ru;drovosek-mo.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,5,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False,B
пнедробилки,637,8,8,3,lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,25,/vidy-rabot/arenda-izmelchitelya-pnej,НЧ,общий,,False,B
кронирование это что такое,450,8,8,3,lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,17,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,информационный,arboristika,False,B
взять напрокат измельчитель веток,24,8,8,5,arbogarden.ru;drovosek-mo.ru;lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,6,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
сколько стоит расколоть машину дров цена,20,8,8,3,drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,21,/stoimost-uslug,НЧ,коммерческий,,False,B
дробилка древесины на щепу,35,8,8,4,arbogarden.ru;drovosek-mo.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,24,/vidy-rabot/arenda-izmelchitelya-vetok,НЧ,общий,arboristika,False,B
демонтаж старого дома цена,207,8,8,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,12,/,НЧ,коммерческий,demontazh-b2c,False,B
нужно спилить дерево возле дома куда обращаться,17,8,8,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,21,/poleznye-stati/kuda-obrashchatsya-chtoby-spilit-derevo-okolo-doma,НЧ,коммерческий,arboristika,False,B
как валить деревья,1159,8,6,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,13,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False,B
как завалить дерево в нужную сторону,22,8,8,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,13,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False,B
как спилить,21303,8,8,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,21,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
убрать фундамент на участке стоимость,8,8,8,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,14,/demontazh-fundamenta,НЧ,коммерческий,,False,B
услуги альпинистов в москве цены,27,7,7,3,alpme.ru;promalper.ru;promtehalp.ru,0,not_planned,,,17,/,НЧ,коммерческий+локальный,,False,B
ремонт межпанельных швов цена,65,7,7,3,formula-v.ru;promalper.ru;promtehalp.ru,1,not_planned,,,10,/uslugi/germetizatsiya-i-gidroizolyatsiya/germetizatsiya-mezhpanelnykh-shvov,НЧ,коммерческий,,False,B
герметизация швов в панельном доме цена москва,11,7,7,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,19,/germetizacziya-mezhpanelnyix-shvov.html,НЧ,коммерческий+локальный,,False,B
ооо высотные работы,58,7,7,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,42,/,НЧ,общий,,False,B
срубка деревьев цена,7,7,7,9,arbogarden.ru;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,6,/price,НЧ,коммерческий,arboristika,False,B
срубка дерева,4480,7,7,6,arboristik.ru;drovosek-mo.ru;lesovod.su;promalper.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,5,/tsenyi,НЧ,общий,arboristika,False,B
сколько стоит спилить дерево на даче,35,7,1,9,arbogarden.ru;arboristik.ru;demonti.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
очистка участка от деревьев и кустарников цена московская область за сотку,7,7,7,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;spilservis.ru,1,not_planned,,,8,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий+локальный,arboristika,False,B
специалист по обрезке деревьев,120,7,7,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
кронированию,6937,7,7,6,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,16,/kronirovanie-derevev,НЧ,общий,arboristika,False,B
уборка территории и вывоз мусора,137,7,7,3,arboristik.ru;gsvm.ru;mmusor.ru,2,not_planned,,,4,/cleaning,НЧ,коммерческий,vyvoz-musora,False,B
удаление корней деревьев на участке,22,7,7,3,arboristik.ru;drovosek-mo.ru;udalenie-dereviev.moscow,0,not_planned,,,11,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,коммерческий,arboristika,False,B
сколько стоит расчистить участок 10 соток,26,7,7,4,arboristik.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,6,/uborka-dachnyh-uchastkov,НЧ,коммерческий,,False,B
спилили дерево,20869,7,6,5,arbogarden.ru;arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,0,not_planned,,,34,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
как спилить высокое дерево в ограниченном пространстве,16,7,7,4,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesoruby.com,0,not_planned,,,19,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False,B
спил дерева авито,243,7,4,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
спилить дерево на даче сколько стоит,35,7,6,7,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,3,not_planned,,,7,/tsenyi,НЧ,коммерческий,arboristika,False,B
распилить дерево цена,31,7,6,6,arbogarden.ru;arboristik.ru;lesoruby.com;promalper.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
почистить участок от зарослей цена,14,7,7,3,arboristik.ru;drovosek-mo.ru;lesovod.su,1,not_planned,,,8,/uborka-dachnyh-uchastkov,НЧ,коммерческий,,False,B
обрезь древесины,171,7,7,4,arborist.su;arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,21,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,,False,B
спил деревьев с вышки,33,7,7,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru;treeworkers.ru,2,not_planned,,,4,/services/udalenie-dereviev/spil-derevev-s-avtovyshki,НЧ,коммерческий,arboristika,False,B
снос дома на даче цена в подмосковье,7,7,7,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,23,/,НЧ,коммерческий+локальный,demontazh-b2c,False,B
стоимость сноса деревянного дома,41,7,7,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,21,/snos-derevyannogo-doma,НЧ,коммерческий,arboristika;demontazh-b2c,True,B
расценки на спил деревьев бензопилой,11,7,7,4,arbogarden.ru;arboristik.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
спил деревьев на высоте,87,7,7,6,arbogarden.ru;arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,1,not_planned,,,5,/spil-derevev-avtovyshka,НЧ,коммерческий,arboristika,False,B
система кобра для поддержки деревьев,10,7,7,4,arbogarden.ru;arborist.su;arboristik.ru;lesoruby.com,2,not_planned,,,6,/services/ukreplenie-derevev/ustayovka-sistemy-stabilizatsii-cobra,НЧ,общий,arboristika,False,B
как закрыть порубочный билет,39,7,7,3,arborist.su;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/upload/iblock/450/vubwb3dvd5b3i15p8j72sowu6p8y0lja.pdf,НЧ,информационный,,False,B
мос ру порубочный билет,18,7,1,4,arborist.su;lesoruby.com;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,24,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,,False,B
валка деревьев цена,241,7,7,7,arbogarden.ru;arborist.su;drovosek-mo.ru;forest-service.ru;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,5,not_planned,,,5,/price,НЧ,коммерческий,arboristika,False,B
арбористом,6467,7,7,5,arbogarden.ru;arborist.su;lesoruby.com;rusarbo.ru;treeworkers.ru,0,not_planned,,,17,/stati/arboristika,НЧ,общий,arboristika,False,B
кронировать дерево,773,7,6,3,lesoruby.com;spilservis.ru;virubka-dereva.ru,0,not_planned,,,16,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False,B
распиловка дров цена за куб,60,7,5,3,drovosek-mo.ru;promalper.ru;spilservis.ru,1,not_planned,,,9,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False,B
как формировать липу,52,7,3,3,drovosek-mo.ru;lesoruby.com;spilservis.ru,1,not_planned,,,2,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,информационный,,False,B
дробилка аренда,1792,7,7,3,lesovod.su;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,17,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,arboristika,False,B
кронированию деревьев,4749,7,7,3,drovosek-mo.ru;treeworkers.ru;virubka-dereva.ru,0,not_planned,,,16,/services/obrezka-derevev/kronirovanie-derevyev,НЧ,общий,arboristika,False,B
снести дачный дом цена с вывозом,9,7,7,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,12,/,НЧ,коммерческий,vyvoz-musora,False,B
демонтаж железобетонных конструкций цена,24,7,7,3,demontazhmsk.ru;demonti.ru;snosim.com,1,not_planned,,,8,/price,НЧ,коммерческий,demontazh-b2c,False,B
обучение арбористики,64,7,7,4,arbogarden.ru;rusarbo.ru;treeworkers.ru;udalenie-dereviev.moscow,0,not_planned,,,17,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False,B
ветхое дерево,522,7,7,3,arbogarden.ru;lesoruby.com;rusarbo.ru,1,not_planned,,,3,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False,B
arborist перевод,9,7,7,3,arbogarden.ru;rusarbo.ru;treeworkers.ru,0,not_planned,,,22,/blog/arborist,НЧ,общий,,False,B
слом домов,2501,7,7,3,demonti.ru;snos24.ru;snosim.com,1,not_planned,,,7,/services/snos-domov,НЧ,общий,,False,B
сколько стоит снос здания,66,7,7,3,demonti.ru;snos24.ru;snosim.com,1,not_planned,,,10,/price,НЧ,коммерческий,demontazh-b2c,False,B
гидрофобизация фасада цена за м2,8,6,6,3,alpme.ru;promalper.ru;umisky.ru,0,not_planned,,,14,/msk/fasad/hydrophobization,НЧ,коммерческий,,False,B
герметизация межпанельных швов в москве стоимость,6,6,6,4,formula-v.ru;promalper.ru;promtehalp.ru;umisky.ru,1,not_planned,,,9,/germetizacziya-mezhpanelnyix-shvov.html,НЧ,коммерческий+локальный,,False,B
заделать межпанельные швы с улицы цена,6,6,6,3,formula-v.ru;promalper.ru;promtehalp.ru,0,not_planned,,,17,/germetizacziya-mezhpanelnyix-shvov.html,НЧ,коммерческий,,False,B
чистка желобов и водостоков,35,6,1,3,alpme.ru;formula-v.ru;promalper.ru,1,not_planned,,,8,/ochistka-vodostokov-i-zhelobov.html,НЧ,общий,,False,B
кронирование деревьев цена,134,6,6,9,alpme.ru;arbogarden.ru;arboristik.ru;forest-service.ru;lesoruby.com;promalper.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,1,not_planned,,,7,/tsenyi,НЧ,коммерческий,arboristika,False,B
очистка земельного участка,570,6,6,3,arboristik.ru;drovosek-mo.ru;spilservis.ru,2,not_planned,,,8,/uborka-dachnyh-uchastkov,НЧ,общий,,False,B
расчет вырубки деревьев и кустарников калькулятор,9,6,6,5,arboristik.ru;drovosek-mo.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,4,/udalenie-derevev-v-moskovskoi-oblasti/raschet-stoimosti-rabot-po-udaleniyu-derevev,НЧ,общий,arboristika,False,B
валка деревьев расценка,301,6,3,7,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;formula-v.ru;lesoruby.com;spilservis.ru,2,not_planned,,,8,/price,НЧ,коммерческий,arboristika,False,B
стоимость спила деревьев цена,25,6,6,6,arbogarden.ru;arborist.su;arboristik.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево на участке,2925,6,6,6,arbogarden.ru;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
