keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
стоимость фасадных работ цена за квадратный метр,46,16,16,1,fasadrf.ru,1,not_planned,,,8,/prays_list,НЧ,коммерческий,,False
альтернатива навесные фасадные системы,31,16,16,1,fasadrf.ru,0,not_planned,,,12,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/proizvoditeli/alternativa,НЧ,общий,,False
альтернатива вентфасад,70,16,16,1,fasadrf.ru,1,not_planned,,,7,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/proizvoditeli/alternativa,НЧ,общий,,False
стеклянные фасады зданий,273,16,16,1,fasadrf.ru,0,not_planned,,,26,/montazh-fasada/steklianyi-fasad/osteklenie/osteklenie-zdaniy,НЧ,общий,,False
джамбо формат стекла,92,16,13,1,fasadrf.ru,0,not_planned,,,33,/montazh-fasada/steklianyi-fasad/dzhambo,НЧ,общий,,False
стоимость утепления фасада минватой за квадратный метр,35,16,16,1,fasadrf.ru,1,not_planned,,,9,/fasadnye-raboty/uteplenie/mineralnaia-vata,НЧ,коммерческий,,False
стоимость покраски фасада за 1м2,17,16,16,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,2,not_planned,,,5,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,,False
наружная отделка домов,84198,16,13,1,fasadrf.ru,0,not_planned,,,38,/,НЧ,общий,,False
обшить дом под кирпич фото,380,16,16,1,fasadrf.ru,0,not_planned,,,24,/montazh-fasada/ventiliruemy-fasad/kirpich,НЧ,общий,,False
монтаж камня на фасад,230,16,16,1,fasadrf.ru,0,not_planned,,,15,/montazh-fasada/ventiliruemy-fasad/iskustvennyi-kamen,НЧ,общий,,False
стоечно ригельный фасад,236,16,16,1,fasadrf.ru,0,not_planned,,,19,/montazh-fasada/steklianyi-fasad/sistemy-osteklenia/stoechno-rigelnye,НЧ,общий,,False
остекление из алюминиевого профиля,1203,16,16,1,fasadrf.ru,0,not_planned,,,26,/montazh-fasada/steklianyi-fasad/sistemy-osteklenia/profilnye/aluminievye,НЧ,общий,,False
сайдинг отделка,70243,16,16,1,fasadrf.ru,0,not_planned,,,36,/montazh-fasada/saiding,НЧ,общий,,False
монтаж пеноплекса на стену цена за работу м2,29,16,16,1,fasadrf.ru,1,not_planned,,,1,/fasadnye-raboty/uteplenie/penopleks,НЧ,коммерческий,,False
штукатурка по минвате фасадная технология,16,16,16,1,fasadrf.ru,0,not_planned,,,38,/fasadnye-raboty/uteplenie/mineralnaia-vata-shtukaturka,НЧ,общий,,False
минвата фасад,4412,16,14,1,fasadrf.ru,0,not_planned,,,32,/fasadnye-raboty/uteplenie/mineralnaia-vata,НЧ,общий,,False
покраска дачного дома снаружи цена,25,16,16,2,fasadrf.ru;promalper.ru,0,not_planned,,,13,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,,False
композит негорючий,75,16,7,1,fasadrf.ru,0,not_planned,,,26,/blog/steklokompozit-i-steklofibrobeton-negoryuchaya-oblitsovka-i-ideya-dlya-dizaynerov,НЧ,общий,,False
монтаж алюкобонд,196,16,1,1,fasadrf.ru,0,not_planned,,,27,/blog/osobennosti-ustanovki-alyuminievykh-kompozitnykh-paneley,НЧ,общий,,False
восстановление кирпичной кладки наружных стен,41,16,16,1,fasadrf.ru,0,not_planned,,,12,/remont-fasada/kirpichnyi-fasad,НЧ,общий,,False
краспан металлтекс,24,16,15,1,fasadrf.ru,0,not_planned,,,21,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/proizvoditeli/kraspan,НЧ,общий,,False
фасадные системы алютех,82,16,9,1,fasadrf.ru,0,not_planned,,,16,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/proizvoditeli/alutech,НЧ,общий,,False
клинкерный кирпич на подсистеме,77,16,16,1,fasadrf.ru,1,not_planned,,,10,/montazh-fasada/ventiliruemy-fasad/navesnoi-ventiliruemyi-fasad/podsistema-dlya-klinkera,НЧ,общий,,False
отделка дома металлосайдингом,2163,16,16,1,fasadrf.ru,1,not_planned,,,7,/montazh-fasada/saiding/metallicheskiy,НЧ,общий,,False
облицовка фасада дома сайдингом,84,16,16,1,fasadrf.ru,0,not_planned,,,28,/montazh-fasada/saiding,НЧ,общий,,False
обшить дом сайдингом цена за квадратный,554,16,11,1,fasadrf.ru,0,not_planned,,,20,/montazh-fasada/saiding,НЧ,коммерческий,,False
проальп,89,16,16,2,fasadrf.ru;promalper.ru,0,not_planned,,,15,/,НЧ,общий,,False
фасадные системы для частного дома,28,16,16,1,fasadrf.ru,0,not_planned,,,37,/blog/ustroystvo-i-tekhnologiya-ventiliruemogo-fasada-dlya-chastnogo-doma,НЧ,общий,,False
как перестроить старый дом в современный и модный,20,16,16,1,fasadrf.ru,0,not_planned,,,41,/blog/kak-obnovit-staryj-dom,НЧ,информационный,,False
фасад имитация кирпича,192,16,14,1,fasadrf.ru,0,not_planned,,,41,/montazh-fasada/ventiliruemy-fasad/kirpich,НЧ,общий,,False
фасад кирпич,18545,16,10,1,fasadrf.ru,0,not_planned,,,35,/montazh-fasada/ventiliruemy-fasad/kirpich,НЧ,общий,,False
стоечно ригельная система остекления,350,16,16,1,fasadrf.ru,0,not_planned,,,11,/montazh-fasada/steklianyi-fasad/sistemy-osteklenia/stoechno-rigelnye,НЧ,общий,,False
обшивка дома железным сайдингом,121,16,15,1,fasadrf.ru,1,not_planned,,,7,/montazh-fasada/saiding/metallicheskiy,НЧ,общий,,False
сколько стоит монтаж сайдинга за м2 в московской области,19,16,16,1,fasadrf.ru,0,not_planned,,,15,/montazh-fasada/saiding,НЧ,коммерческий+локальный,,False
отделка мокрый фасад,378,16,13,1,fasadrf.ru,0,not_planned,,,28,/montazh-fasada/mokryi-fasad,НЧ,общий,,False
утепление стен пеноплексом снаружи с последующей штукатуркой,31,16,16,1,fasadrf.ru,0,not_planned,,,14,/fasadnye-raboty/uteplenie/penopleks,НЧ,общий,,False
клининг фасада,310,16,16,3,fasadrf.ru;moscleaning24.ru;promalper.ru,1,not_planned,,,6,/vse-uslugi/uborka-fasadov,НЧ,общий,,False
помывка фасадов зданий,124,16,16,3,fasadrf.ru;moscleaning24.ru;promalper.ru,1,not_planned,,,6,/fasadnye-raboty/moika-i-chistka,НЧ,общий,,False
фасадные работы москва,251,16,16,2,fasadrf.ru;promalper.ru,0,not_planned,,,22,/fasadnye-raboty,НЧ,локальный,,False
монтаж нвф что это,30,16,16,1,fasadrf.ru,0,not_planned,,,23,/blog/posledovatelnost-montazhnykh-rabot-pri-ustanovke-nvf,НЧ,общий,,False
фасад из керамогранита технология монтажа,84,16,16,1,fasadrf.ru,0,not_planned,,,36,/blog/osobennosti-montazha-navesnyh-ventiliruemyh-fasadov-iz-keramogranita,НЧ,общий,,False
сайдинг на осб без обрешетки,311,16,15,1,fasadrf.ru,0,not_planned,,,45,/blog/nuzhna-li-obreshetka-dlya-fasada-pod-sayding,НЧ,общий,,False
ремонт козырька балкона,380,16,16,1,alpbond.org,1,not_planned,,,7,/remont-kozyrka-balkona,НЧ,общий,,False
пескоструй подольск,102,16,13,1,alpbond.org,0,not_planned,,,38,/peskostrujnaya-obrabotka-dereva,НЧ,общий,,False
пескоструйная обработка бетона,45,16,16,1,alpbond.org,1,not_planned,,,10,/peskostrujnaya-obrabotka-betonnyh-poverhnostej,НЧ,общий,,False
огнезащита металлических конструкций расценка в смете,29,16,16,1,alpbond.org,0,not_planned,,,29,/ognezashchita-metallokonstrukcij,НЧ,коммерческий,,False
монтаж водосточной системы металлической,88,16,5,1,alpbond.org,0,not_planned,,,22,/montazh-vodostokov,НЧ,общий,,False
монтаж водосточной системы цена за работу,50,16,16,1,alpbond.org,1,not_planned,,,6,/montazh-vodostokov,НЧ,коммерческий,,False
отделка сайдингом цена,20538,16,16,1,alpbond.org,0,not_planned,,,23,/montazh-sajdinga,НЧ,коммерческий,,False
сделать крышу на дом цена за работу,37,16,16,1,alpbond.org,0,not_planned,,,23,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
кровельные работы цена за 1 м2 металлочерепица,16,16,16,1,alpbond.org,0,not_planned,,,43,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
расценка на кровельные работы,1491,16,16,1,alpbond.org,0,not_planned,,,30,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
расценки на покраску деревянного дома снаружи цена,35,16,16,1,alpbond.org,0,not_planned,,,17,/pokraska-derevyannogo-doma-snaruzhi,НЧ,коммерческий,arboristika,False
баннер на здании,1373,16,16,1,alpbond.org,0,not_planned,,,27,/montazh-bannerov,НЧ,общий,,False
рубирой,179,16,16,1,alpbond.org,0,not_planned,,,24,/krysha-iz-ruberoida,НЧ,общий,,False
кровля под ключ цена за м2 работа,47,16,16,1,alpbond.org,0,not_planned,,,31,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
цена за работу мягкой кровли за квадратный метр,85,16,1,1,alpbond.org,0,not_planned,,,28,/montazh-myagkoj-krovli,НЧ,коммерческий,,False
монтаж профлиста цена за м2,537,16,16,1,alpbond.org,1,not_planned,,,4,/montazh-krovlya-iz-profnastila,НЧ,коммерческий,,False
крыша стоимость,13969,16,16,1,alpbond.org,0,not_planned,,,41,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
стоимость крыши из металлочерепицы за 1 м2 под ключ цена,23,16,16,1,alpbond.org,0,not_planned,,,41,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
обшить дом сайдингом цена за квадратный метр работа с утеплителем,19,16,16,1,alpbond.org,0,not_planned,,,27,/montazh-sajdinga,НЧ,коммерческий,,False
ремонт балконной крыши на последнем этаже цены,16,16,16,1,alpbond.org,1,not_planned,,,5,/remont-kryshi-balkona,НЧ,коммерческий,,False
цена мягкой кровли за квадратный метр за работу,85,16,7,1,alpbond.org,0,not_planned,,,26,/montazh-myagkoj-krovli,НЧ,коммерческий,,False
кровельщик мягкой кровли,827,16,16,1,alpbond.org,0,not_planned,,,32,/remont-myagkoj-krovli,НЧ,общий,,False
стоимость работ по кровле из профнастила за 1 м2,22,16,16,1,alpbond.org,1,not_planned,,,2,/montazh-krovlya-iz-profnastila,НЧ,коммерческий,,False
смена воронок водосточных расценка в смете,24,16,8,1,alpbond.org,0,not_planned,,,16,/montazh-vodostokov,НЧ,коммерческий,,False
окраска трубопровода,3718,16,16,1,alpbond.org,0,not_planned,,,12,/pokraska-gazovyh-trub,НЧ,общий,,False
пескоструйная обработка дома,158,16,16,1,alpbond.org,0,not_planned,,,15,/peskostrujnaya-obrabotka-dereva,НЧ,общий,,False
монтаж водостока цена,406,16,16,2,alpbond.org;promalper.ru,1,not_planned,,,7,/montazh-vodostokov,НЧ,коммерческий,,False
сколько стоит перекрыть крышу гаража,88,16,16,1,alpbond.org,0,not_planned,,,38,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
цена за квадратный метр мягкой кровли за работу,85,16,8,1,alpbond.org,0,not_planned,,,29,/krovelnye-raboty-cena-za-m2,НЧ,коммерческий,,False
кровля балкона,1453,16,16,1,alpbond.org,1,not_planned,,,5,/remont-kryshi-balkona,НЧ,общий,,False
дома из ракушечника плюсы и минусы,86,16,9,1,promalper.ru,0,not_planned,,,35,/fasadyi-iz-rakushechnika-plyusyi-i-minusyi.html,НЧ,общий,,False
крашенная крыша,4751,16,16,2,formula-v.ru;promalper.ru,1,not_planned,,,2,/pokraska-krovli.html,НЧ,общий,,False
покраска дачного домика,301,16,16,1,promalper.ru,0,not_planned,,,12,/pokraska-dachi.html,НЧ,общий,,False
оштукатурить фасад дома цена,37,16,16,1,promalper.ru,0,not_planned,,,42,/shtukaturka-fasada.html,НЧ,коммерческий,,False
покраска дачи снаружи,48,16,16,1,promalper.ru,1,not_planned,,,8,/pokraska-dachi.html,НЧ,общий,,False
ремонт плит перекрытия,788,16,15,1,promalper.ru,0,not_planned,,,31,/otdelka-monolitnyh-poyasov.html,НЧ,общий,,False
чем полить дерево для уничтожения народными средствами,16,16,16,1,udalenie-dereviev.moscow,0,not_planned,,,34,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,информационный,arboristika,False
можно ли спилить елку на своем участке,24,16,11,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,37,/stati/spilit-derevo-na-svoem-uchastke,НЧ,коммерческий,arboristika,False
убрать пень без корчевания аммиачной селитрой как правильно,16,16,16,1,udalenie-dereviev.moscow,0,not_planned,,,21,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,коммерческий,arboristika,False
как остановить рост сосны в высоту на участке,16,16,16,1,udalenie-dereviev.moscow,1,not_planned,,,7,/poleznye-stati/obrezka-sosny,НЧ,информационный,,False
как рубить деревья,3753,16,16,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,20,/stati/kak-spilit-derevo-na-svoem-uchastke,НЧ,информационный,arboristika,False
гнилой пень,1177,16,15,1,udalenie-dereviev.moscow,0,not_planned,,,16,/poleznye-stati/kak-ubrat-pen-bez-korchevaniya-3-vernyh-sposoba,НЧ,общий,arboristika,False
можно ли вырубить дерево на своем земельном участке,18,16,16,2,arbogarden.ru;udalenie-dereviev.moscow,0,not_planned,,,33,/stati/spilit-derevo-na-svoem-uchastke,НЧ,общий,arboristika,False
когда стричь хвойные растения,127,16,16,1,udalenie-dereviev.moscow,0,not_planned,,,26,/poleznye-stati/obrezka-sosny,НЧ,информационный,,False
формировка сосны обыкновенной,38,16,16,2,drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,7,/poleznye-stati/obrezka-sosny,НЧ,общий,,False
когда стричь сосны,182,16,16,2,drovosek-mo.ru;udalenie-dereviev.moscow,1,not_planned,,,7,/poleznye-stati/obrezka-sosny,НЧ,информационный,,False
когда и как обрезать сосну,280,16,5,1,udalenie-dereviev.moscow,1,not_planned,,,4,/poleznye-stati/obrezka-sosny,НЧ,коммерческий,,False
как выкорчевать корни деревьев на садовом участке,23,16,16,1,udalenie-dereviev.moscow,0,not_planned,,,32,/poleznye-stati/udalenie-korney-derevev,НЧ,информационный,arboristika,False
мульча из щепы,211,16,16,1,udalenie-dereviev.moscow,0,not_planned,,,29,/poleznye-stati/primenenie-drevesnoj-shhepy-10-luchshih-idej,НЧ,общий,,False
как правильно валить лес,65,16,15,2,arbogarden.ru;lesoruby.com,1,not_planned,,,10,/stati/valka-derevev-benzopiloj,НЧ,информационный,,False
как спиливать деревья бензопилой правильно,381,16,3,1,lesoruby.com,0,not_planned,,,37,/articles/kak-akkuratno-spilit-derevo-po-chastyam-24-12-2016,НЧ,коммерческий,arboristika,False
наиболее надежные диагностические признаки усыхающего хвойного дерева,17,16,16,1,lesoruby.com,1,not_planned,,,4,/kategorii-sostoyaniya-derevev,НЧ,общий,arboristika,False
какое средство от клещей,7508,16,8,1,arbogarden.ru,0,not_planned,,,13,/stati/sredstva-ot-kleshhej,НЧ,общий,,False
короедка,76,16,16,1,arbogarden.ru,0,not_planned,,,32,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
средство от короедов,525,16,14,1,arbogarden.ru,0,not_planned,,,16,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
как бороться с короедом в доме,103,16,16,1,arbogarden.ru,0,not_planned,,,15,/stati/obrabotka-dereva-ot-koroeda,НЧ,информационный,,False
годовое кольцо,2744,16,16,1,arbogarden.ru,0,not_planned,,,24,/stati/kak-opredelit-vozrast-dereva,НЧ,общий,,False
средство от клещей для обработки территории,40,16,2,1,arbogarden.ru,0,not_planned,,,21,/stati/sredstva-ot-kleshhej,НЧ,общий,,False
жуки которые едят дерево в доме,73,16,16,1,arbogarden.ru,0,not_planned,,,40,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,arboristika,False
средство от жуков,2520,16,16,1,arbogarden.ru,0,not_planned,,,36,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
кто такой арборист и чем он занимается,16,16,16,2,arbogarden.ru;treeworkers.ru,0,not_planned,,,20,/blog/arborist,НЧ,информационный,arboristika,False
средство для обработки участка от клещей и комаров,42,16,3,1,arbogarden.ru,0,not_planned,,,40,/uslugi/opryskivanie/ot-komarov,НЧ,общий,,False
как правильно спиливать деревья бензопилой,381,16,10,1,arbogarden.ru,0,not_planned,,,11,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False
древоточцев,7948,16,16,1,arbogarden.ru,0,not_planned,,,39,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
обработка дома от короеда,198,16,16,1,arbogarden.ru,0,not_planned,,,20,/stati/obrabotka-dereva-ot-koroeda,НЧ,общий,,False
как можно спасти дерево с поврежденной корой,26,16,16,1,arbogarden.ru,0,not_planned,,,39,/stati/lechenie-derevev-ot-koroeda,НЧ,информационный,arboristika,False
короеды в деревянном доме как избавиться,154,16,16,1,arbogarden.ru,1,not_planned,,,9,/stati/kak-vyvesti-koroeda,НЧ,информационный,arboristika,False
сколько годичных колец в основании ствола 10 летней липы,25,16,16,1,arbogarden.ru,0,not_planned,,,19,/stati/kak-opredelit-vozrast-dereva,НЧ,информационный,,False
обрезь на дрова,111,16,16,1,drovosek-mo.ru,0,not_planned,,,43,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
обрезка ели обыкновенной для пышности,16,16,16,1,drovosek-mo.ru,0,not_planned,,,29,/articles/obrezka-i-formirovanie-krony-eli,НЧ,коммерческий,,False
drovosek,166,16,16,1,drovosek-mo.ru,1,not_planned,,,4,/,НЧ,общий,,False
дрова кругляк купить,587,16,11,1,drovosek-mo.ru,0,not_planned,,,33,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
сколько стоит расколоть 1 куб дров вручную березовые,19,16,16,1,drovosek-mo.ru,0,not_planned,,,11,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
услуги по расчистке участка,170,16,16,1,drovosek-mo.ru,0,not_planned,,,13,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий,,False
садовник услуги,1543,16,15,1,drovosek-mo.ru,0,not_planned,,,15,/uslugi-sadovnika,НЧ,коммерческий,,False
обрезки досок на дрова бесплатно,31,16,16,1,drovosek-mo.ru,0,not_planned,,,34,/raschistka-uchastka-ot-porosli-i-derevev/raspilka-derevev-na-drova-tsena-stoimost,НЧ,коммерческий,,False
интернет магазин дровосек,53,16,7,1,drovosek-mo.ru,0,not_planned,,,24,/,НЧ,общий,,False
у дерева,221108,16,16,1,rusarbo.ru,0,not_planned,,,32,/chto-takoe-derevo,НЧ,общий,arboristika,False
относятся ли деревья к растениям,105,16,16,1,rusarbo.ru,0,not_planned,,,33,/chto-takoe-derevo,НЧ,общий,arboristika,False
магические деревья,1726,16,16,1,rusarbo.ru,0,not_planned,,,16,/derevya-s-tochki-zreniya-ezoteriki,НЧ,общий,arboristika,False
определение дерева,22948,16,16,1,rusarbo.ru,0,not_planned,,,16,/chto-takoe-derevo,НЧ,информационный,arboristika,False
какое бывает дерево,9250,16,3,1,rusarbo.ru,0,not_planned,,,34,/klassifikatsiya-derevev,НЧ,общий,arboristika,False
железная береза где растет в россии,23,16,16,1,rusarbo.ru,0,not_planned,,,13,/zheleznaya-bereza,НЧ,общий,,False
гидроизоляция кровли расценка в смете,133,16,15,1,formula-v.ru,0,not_planned,,,32,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
герметизация ввода труб в здание расценка в смете,17,16,16,1,formula-v.ru,0,not_planned,,,39,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
ремонт штукатурки стен отдельными местами расценка в смете,23,16,15,1,formula-v.ru,0,not_planned,,,12,/uslugi/remont-fasadov/remont-shtukatur,НЧ,коммерческий,,False
гидрофобная штукатурка,125,16,9,1,formula-v.ru,0,not_planned,,,29,/uslugi/kliningovye-raboty/gidrofobizatsiya,НЧ,общий,,False
подъем на этаж стоимость,573,16,16,1,formula-v.ru,0,not_planned,,,18,/uslugi/montazhnye-raboty/pod-em-gruzov,НЧ,коммерческий,,False
покраска стен в два цвета,188,16,16,1,formula-v.ru,0,not_planned,,,36,/uslugi/remont-fasadov/okraska-fasadov/okraska-fasada-v-dva-tsveta,НЧ,общий,,False
шов межпанельный,8538,16,1,1,formula-v.ru,0,not_planned,,,45,/uslugi/germetizatsiya-i-gidroizolyatsiya/germetizatsiya-mezhpanelnykh-shvov,НЧ,общий,,False
заделка гильз расценка в смете,100,16,13,1,formula-v.ru,0,not_planned,,,24,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
заделка швов цементным раствором расценка в смете,29,16,15,1,formula-v.ru,0,not_planned,,,12,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
заделка сальников расценка в смете,57,16,15,1,formula-v.ru,0,not_planned,,,43,/smety/na-germetizatsiyu-mezhpanelnykh-shvov,НЧ,коммерческий,,False
как утеплить панельный дом снаружи,77,16,16,1,formula-v.ru,1,not_planned,,,3,/uslugi/remont-fasadov/uteplenie-fasadov/uteplenie-panel,НЧ,информационный,,False
при какой температуре можно красить стены,93,16,16,1,formula-v.ru,0,not_planned,,,31,/uslugi/remont-fasadov/okraska-fasadov/okraska-fasadov-zimoj,НЧ,информационный,,False
генеральная уборка на кухне,294,16,16,1,moscleaning24.ru,0,not_planned,,,13,/vse-uslugi/uborka-kukhni,НЧ,общий,,False
помыть окна в офисе,732,16,16,1,moscleaning24.ru,1,not_planned,,,4,/uborka-ofisov/moyka-okon,НЧ,общий,,False
поддерживающая уборка квартиры,446,16,13,1,moscleaning24.ru,0,not_planned,,,21,/uborka-kvartir/podderzhivayushaya,НЧ,общий,,False
лучшее средство для мытья духовки от пригоревшего жира,16,16,16,1,moscleaning24.ru,0,not_planned,,,42,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,общий,,False
как отмыть духовку с помощью лимона,34,16,15,1,moscleaning24.ru,0,not_planned,,,37,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
чем отмыть сильный нагар в духовке,22,16,13,1,moscleaning24.ru,0,not_planned,,,35,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
как помыть духовку внутри от жира в домашних условиях газовую,28,16,2,1,moscleaning24.ru,0,not_planned,,,33,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
чем отмыть духовку от старого пригоревшего,596,16,12,1,moscleaning24.ru,0,not_planned,,,32,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
чем мыть мраморный пол,64,16,15,1,moscleaning24.ru,1,not_planned,,,3,/information/uhod-za-mramornym-polom,НЧ,информационный,,False
чем отмыть духовку от нагара,824,16,16,1,moscleaning24.ru,0,not_planned,,,40,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
клининговая компания услуги,2808,16,15,1,moscleaning24.ru,0,not_planned,,,16,/,НЧ,коммерческий,,False
клининг в москве недорого,312,16,16,1,moscleaning24.ru,0,not_planned,,,11,/,НЧ,коммерческий+локальный,,False
услуги клининговой компании по уборке квартиры цены,36,16,16,1,moscleaning24.ru,1,not_planned,,,9,/,НЧ,коммерческий,,False
клининг в ногинске,45,16,16,1,moscleaning24.ru,1,not_planned,,,7,/noginsk,НЧ,общий,,False
чем отмыть противень от пригоревшего жира старого в домашних условиях,23,16,16,1,moscleaning24.ru,0,not_planned,,,30,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
сколько стоит помыть квартиру,2017,16,16,1,moscleaning24.ru,0,not_planned,,,19,/,НЧ,коммерческий,,False
московский клининг 24,68,16,16,1,moscleaning24.ru,1,not_planned,,,1,/,НЧ,локальный,,False
как отмыть духовку лимонной кислотой в домашних условиях,31,16,16,1,moscleaning24.ru,0,not_planned,,,37,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
как очистить духовой шкаф от жира и нагара в домашних условиях,114,16,16,1,moscleaning24.ru,0,not_planned,,,44,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
уборка помещений в медицинских учреждениях,498,16,16,1,moscleaning24.ru,0,not_planned,,,30,/uborka-pomeshhenij/mediczinskih-uchrezhdenij,НЧ,общий,,False
уборка квартиры стоимость,1519,16,16,1,moscleaning24.ru,0,not_planned,,,15,/uborka-kvartir/generalnaya,НЧ,коммерческий,,False
расценки на уборку квартир,131,16,16,1,moscleaning24.ru,0,not_planned,,,11,/uborka-kvartir/generalnaya,НЧ,коммерческий,,False
клининг в истре,65,16,16,1,moscleaning24.ru,0,not_planned,,,15,/istra,НЧ,локальный,,False
как отмыть электродуховку от нагара и старого жира внутри в домашних условиях,16,16,16,1,moscleaning24.ru,0,not_planned,,,42,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,информационный,,False
очистка духовки с помощью лимонной кислоты,16,16,16,1,moscleaning24.ru,0,not_planned,,,37,/information/kak-otmyt-duhovku-ot-zhira-i-nagara,НЧ,общий,,False
мойка ковры,15949,16,4,1,moscleaning24.ru,1,not_planned,,,1,/himchistka/kovrov,НЧ,общий,,False
вынос строительного мусора цена,348,16,8,1,mmusor.ru,0,not_planned,,,21,/service/vyvoz-stroitelnogo-musora,НЧ,коммерческий,vyvoz-musora,False
вывоз мусора мытищи контейнер,43,16,14,1,mmusor.ru,0,not_planned,,,12,/geo/vyvoz-musora-v-mytischah,НЧ,коммерческий+локальный,vyvoz-musora,False
платят ли пенсионеры за вывоз мусора,255,16,14,1,mmusor.ru,0,not_planned,,,37,/articles/vyvoz-musora-dlya-pensionerov-moskovskoi-oblasti,НЧ,коммерческий,vyvoz-musora,False
приемка битого стекла,71,16,16,1,mmusor.ru,0,not_planned,,,23,/articles/vyvoz-bitogo-stekla-na-utilizatsiyu,НЧ,общий,,False
утилизация стекла и переработка стеклобоя,20,16,16,1,mmusor.ru,0,not_planned,,,11,/articles/vyvoz-bitogo-stekla-na-utilizatsiyu,НЧ,общий,,False
утилизация стекла в москве,24,16,16,1,mmusor.ru,1,not_planned,,,9,/articles/vyvoz-bitogo-stekla-na-utilizatsiyu,НЧ,локальный,,False
плотность мусора бытового,329,16,2,2,gsvm.ru;mmusor.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:177,19,/tablitsa-plotnosti-musora,НЧ,общий,vyvoz-musora,False
машина с мусором,2128,16,16,1,mmusor.ru,1,not_planned,,,2,/service,НЧ,общий,vyvoz-musora,False
вывоз мусора контейнер мытищи,43,16,2,1,mmusor.ru,0,not_planned,,,14,/geo/vyvoz-musora-v-mytischah,НЧ,коммерческий+локальный,vyvoz-musora,False
правила вывоза мусора из частного сектора,16,16,16,1,mmusor.ru,0,not_planned,,,37,/articles/kak-vyvezti-musor-iz-chastnogo-doma,НЧ,коммерческий,vyvoz-musora,False
сколько стоит вывоз мусора в подмосковье в частном доме,57,16,16,1,mmusor.ru,0,not_planned,,,28,/,НЧ,коммерческий+локальный,vyvoz-musora,False
как заказать контейнер для мусора,373,16,16,2,gsvm.ru;mmusor.ru,1,not_planned,,,4,/,НЧ,коммерческий,vyvoz-musora,False
